seed, starting_position, habit_result, habit_len, habit_reward, prey_trajectory, predator_trajectory
3,(0;0),0,14,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-5;7/-3;7/-2;7/-2;6/-3;6/-2;5/-2;4/-2;2/-1;1/-1;-1/-1;-2/-1;-3/-1;-4/0;-5
4,(4;11),0,12,-100,0;7/-1;7/-1;6/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1,-3;-4/-3;-3/-3;-2/-3;-1/-3;0/-3;1/-2;1/-1;2/-1;1/-1;2/1;2/2;2/2;1
5,(0;8),0,8,-100,0;7/1;7/2;7/3;7/4;7/4;6/4;5/4;4/4;3,-7;-1/-6;0/-5;0/-4;1/-2;1/-2;2/-1;2/0;3/2;3
4,(0;0),0,11,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4,-7;7/-7;6/-6;6/-4;6/-3;6/-2;6/-2;4/-2;3/-1;2/-1;0/-1;-1/0;-2
7,(11;4),0,7,-100,0;7/0;6/0;5/0;6/0;5/0;4/0;3/0;2,4;3/5;3/5;2/3;2/3;3/2;3/0;3/-1;3
5,(4;11),0,11,-100,0;7/1;7/2;7/3;7/4;7/5;7/4;7/4;6/4;5/4;4/3;4/2;4,-3;-4/-3;-2/-3;0/-3;2/-2;2/0;2/1;3/0;3/1;3/2;4/3;4/4;4
5,(0;0),0,5,-100,0;7/0;6/0;5/0;4/0;3/0;2,-7;7/-5;7/-3;7/-1;7/-1;5/0;4
3,(10;14),1,26,100,0;7/-1;7/-2;7/-3;7/-4;7/-5;7/-6;7/-6;6/-6;5/-6;4/-6;3/-6;2/-5;2/-5;1/-5;0/-5;-1/-5;-2/-5;-3/-5;-4/-5;-5/-4;-5/-4;-6/-4;-7/-3;-7/-2;-7/-1;-7/0;-7,3;-7/3;-5/3;-3/3;-1/3;1/1;1/0;1/-1;1/-2;2/-3;2/-4;2/-4;3/-5;4/-6;5/-6;6/-7;6/-7;4/-7;3/-7;2/-6;1/-5;0/-5;-1/-5;-3/-5;-2/-5;-4/-4;-5/-3;-5
6,(0;8),0,8,-100,0;7/0;6/0;7/1;7/1;6/2;6/2;5/2;4/2;3,-7;-1/-6;0/-5;1/-5;2/-4;2/-3;2/-2;2/0;2/1;3
6,(4;11),0,7,-100,0;7/0;6/1;6/2;6/2;5/2;4/2;3/2;2,-3;-4/-3;-2/-3;0/-3;1/-2;2/-1;2/0;2/1;2
6,(0;0),0,11,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4,-7;7/-5;7/-4;7/-3;7/-2;6/-2;5/-2;4/-2;3/-1;2/-1;0/-1;-1/0;-2
8,(11;4),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1,4;3/3;3/4;3/2;3/0;3/0;4/0;3
4,(10;14),0,13,-100,0;7/0;6/-1;6/-1;5/-1;4/-2;4/-3;4/-4;4/-5;4/-6;4/-6;3/-7;3/-6;3/-6;2,3;-7/3;-6/3;-5/3;-3/2;-3/2;-1/2;0/1;0/0;0/-2;0/-3;1/-4;1/-5;1/-5;2
7,(4;11),0,6,-100,0;7/0;6/0;5/0;4/1;4/1;3/0;3,-3;-4/-3;-2/-3;-1/-3;0/-3;1/-1;1/0;1
7,(0;8),0,10,-100,0;7/1;7/1;6/2;6/2;5/2;4/2;5/2;4/2;3/2;2/2;1,-7;-1/-6;0/-5;0/-4;1/-3;1/-1;1/0;2/0;3/2;3/1;3/2;3
7,(0;0),0,9,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2,-7;7/-5;7/-4;7/-3;7/-2;7/-2;5/-1;4/-1;2/0;1/0;0
8,(4;11),0,7,-100,0;7/0;6/0;5/0;4/0;3/1;3/1;2/1;1,-3;-4/-3;-3/-3;-1/-3;1/-2;1/-2;2/-1;2/0;2
8,(0;8),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;-1/-7;0/-7;1/-5;1/-5;0/-5;1/-3;1/-2;1/0;1/0;0/0;-1/-1;-1/-1;-2/-1;-4/-1;-5
8,(0;0),0,7,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0,-7;7/-6;7/-4;7/-3;7/-2;6/-1;5/-1;3/0;2
9,(4;11),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1,-3;-4/-3;-3/-2;-3/-2;-2/-2;0/-2;1/-1;1
5,(10;14),1,26,100,0;7/-1;7/-2;7/-3;7/-4;7/-5;7/-6;7/-6;6/-6;5/-6;4/-6;3/-6;2/-5;2/-5;1/-5;0/-5;-1/-5;-2/-5;-3/-5;-4/-5;-5/-4;-5/-4;-6/-4;-7/-3;-7/-2;-7/-1;-7/0;-7,3;-7/3;-5/3;-6/3;-4/3;-2/3;-1/2;0/0;0/-1;1/-3;1/-4;2/-4;3/-5;4/-6;4/-7;5/-7;4/-7;3/-7;1/-6;1/-6;0/-5;-1/-5;-3/-5;-4/-5;-5/-4;-5/-3;-5/-2;-6
9,(11;4),0,4,-100,0;7/0;6/0;5/0;4/0;3,4;3/4;4/3;4/2;4/1;4
9,(0;8),0,10,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3,-7;-1/-7;0/-6;0/-5;0/-4;0/-3;0/-2;0/-1;0/-1;1/0;0/0;-1
10,(11;4),0,4,-100,0;7/0;6/0;5/0;4/0;3,4;3/4;4/4;3/3;3/2;3
10,(0;8),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1,-7;-1/-7;0/-6;0/-5;0/-3;0/-2;0/-1;1
10,(4;11),0,11,-100,0;7/0;6/1;6/1;5/1;4/1;3/1;4/1;5/1;4/1;5/1;4/1;3,-3;-4/-3;-3/-3;-2/-3;-3/-3;-1/-2;0/-1;0/-1;2/0;2/0;3/1;4/1;5
9,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-6;7/-4;7/-2;7/-1;7/-1;6/-1;5/-1;4/-1;2/-1;1/-1;0/-1;1/-1;0/-1;-1/-1;-2
11,(11;4),0,9,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2,4;3/4;4/4;3/2;3/0;3/0;2/0;1/0;0/-1;0/0;0
10,(0;0),0,11,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4,-7;7/-6;7/-4;7/-2;7/-2;6/-2;5/-2;4/-1;3/-1;1/-1;0/-1;-1/0;-2
11,(0;8),0,20,-100,0;7/0;6/0;5/0;4/0;5/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/4;-3/4;-4/3;-4,-7;-1/-7;0/-5;0/-4;0/-3;1/-3;2/-2;3/-1;3/0;3/1;4/1;5/2;5/2;6/1;6/2;5/2;4/2;2/3;1/3;-1/4;-2/4;-3
11,(4;11),0,15,-100,0;7/1;7/2;7/3;7/4;7/5;7/4;7/4;6/4;5/4;4/3;4/2;4/2;3/2;2/2;1/2;0,-3;-4/-3;-3/-3;-2/-3;-1/-3;1/-1;1/0;1/0;2/1;3/1;4/3;4/2;4/2;3/2;2/1;2/2;2
12,(11;4),0,3,-100,0;7/0;6/0;5/0;4,4;3/3;3/2;4/1;4
6,(10;14),0,24,-100,0;7/-1;7/-2;7/-3;7/-4;7/-5;7/-6;7/-6;6/-6;5/-6;4/-6;3/-6;2/-6;1/-5;1/-5;0/-5;-1/-5;-2/-5;-3/-5;-4/-5;-5/-4;-5/-4;-6/-4;-7/-3;-7/-2;-7,3;-7/3;-5/3;-4/3;-2/3;0/2;1/1;1/0;1/-2;1/-2;2/-3;3/-4;4/-5;4/-6;5/-7;6/-7;4/-7;2/-6;1/-6;0/-5;-1/-5;-3/-4;-4/-4;-5/-4;-6/-3;-6
11,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-6;7/-4;7/-2;7/-1;6/-1;4/-1;3/-2;3/-2;2/-1;2/-1;0/-1;-1/-1;-2/-1;-3/-1;-2
12,(4;11),0,9,-100,0;7/1;7/2;7/3;7/4;7/4;6/4;5/4;4/4;3/4;2,-3;-4/-3;-3/-3;-1/-3;1/-2;1/-2;2/-1;2/-1;3/1;3/3;3
12,(0;0),0,11,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4,-7;7/-6;7/-5;7/-3;7/-2;7/-2;5/-1;4/-1;3/-1;1/-1;0/-1;-1/0;-2
13,(11;4),0,4,-100,0;7/0;6/0;5/0;4/1;4,4;3/4;2/3;2/2;2/1;3
12,(0;8),0,8,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1,-7;-1/-7;0/-5;0/-4;0/-3;0/-2;1/0;1/1;1/0;1
13,(0;0),0,8,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1,-7;7/-5;7/-4;7/-3;7/-2;6/-1;5/-1;3/-1;2/0;1
13,(4;11),0,13,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2,-3;-4/-3;-2/-3;-1/-3;0/-2;1/-2;2/-1;3/-2;3/-1;3/1;3/2;3/3;3/3;1/4;0
14,(11;4),0,9,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2,4;3/4;4/5;4/5;3/3;3/2;3/1;3/0;2/0;1/0;0
13,(0;8),0,5,-100,0;7/0;6/0;5/0;4/0;3/0;2,-7;-1/-6;0/-5;1/-4;1/-2;1/-1;1
7,(10;14),0,21,-100,0;7/0;6/-1;6/-1;5/0;5/0;4/-1;4/-2;4/-3;4/-4;4/-5;4/-6;4/-6;3/-7;3/-6;3/-6;2/-6;1/-5;1/-5;0/-5;-1/-5;-2/-5;-3,3;-7/3;-5/3;-4/3;-3/3;-2/3;-1/4;-1/3;-1/2;0/1;0/-1;0/-1;1/-2;2/-3;2/-4;3/-4;4/-4;5/-4;4/-4;3/-4;2/-4;0/-5;-1
15,(11;4),0,4,-100,0;7/0;6/0;5/0;4/0;3,4;3/5;3/5;2/3;2/1;2
14,(4;11),0,18,-100,0;7/0;6/0;5/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/4;-3/4;-4/3;-4,-3;-4/-3;-3/-3;-2/-3;0/-3;2/-2;3/0;3/0;4/1;4/2;5/2;6/1;6/2;5/2;3/2;2/3;1/3;-1/3;-2/3;-3
14,(0;0),0,12,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5,-7;7/-6;7/-5;7/-3;7/-2;7/-2;6/-2;5/-2;3/-1;2/-1;1/-1;-1/0;-2/0;-3
14,(0;8),0,9,-100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/0;2/0;1/0;0,-7;-1/-7;0/-6;0/-5;0/-4;0/-3;0/-2;0/-1;0/0;1/1;1
15,(0;0),0,8,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1,-7;7/-6;7/-4;7/-2;7/-1;6/-1;4/0;4/0;3/0;1
16,(11;4),0,3,-100,0;7/0;6/0;5/0;4,4;3/3;3/2;4/1;4
16,(0;0),0,9,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2,-7;7/-5;7/-3;7/-2;7/-1;6/-1;4/-1;3/-1;2/0;1/0;0
15,(4;11),0,22,-100,0;7/0;6/0;5/0;4/0;5/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/4;-3/4;-4/4;-5/4;-6/4;-7,-3;-4/-3;-3/-3;-1/-4;-1/-3;0/-3;1/-3;2/-2;2/-1;2/-1;3/0;4/1;5/2;5/1;6/2;5/2;4/2;2/3;1/3;-1/3;-2/4;-3/4;-4/4;-5
8,(10;14),0,27,-100,0;7/0;6/-1;6/-1;5/0;5/0;4/-1;4/-2;4/-3;4/-4;4/-5;4/-6;4/-6;3/-7;3/-6;3/-6;2/-5;2/-5;1/-5;0/-5;-1/-5;-2/-5;-3/-5;-4/-5;-5/-4;-5/-4;-6/-4;-7/-3;-7,3;-7/3;-6/3;-4/3;-3/3;-1/3;1/2;1/1;1/0;2/0;1/-1;1/-3;1/-3;2/-4;2/-4;3/-4;4/-5;4/-4;4/-5;4/-6;4/-6;2/-6;0/-5;0/-5;-1/-5;-2/-5;-3/-5;-5/-4;-6
17,(11;4),0,10,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3,4;3/5;3/5;4/5;5/4;5/4;4/3;4/2;3/1;2/1;0/0;-1
17,(0;0),0,12,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5,-7;7/-5;7/-3;7/-2;7/-2;6/-1;5/-1;4/-1;2/-1;1/-1;0/-1;-1/-1;-2/0;-3
18,(11;4),0,4,-100,0;7/0;6/0;5/0;4/0;3,4;3/4;2/3;2/2;2/1;3
15,(0;8),1,26,100,0;7/1;7/2;7/3;7/4;7/4;6/3;6/4;6/5;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/4;-3/4;-4/3;-4/3;-5/2;-5/2;-6/1;-6/0;-6/0;-7,-7;-1/-7;0/-5;0/-4;0/-3;1/-1;1/0;2/0;3/1;4/2;5/3;6/3;7/2;7/3;7/3;7/3;7/3;7/3;7/3;7/3;7/3;7/4;7/4;6/4;5/4;4/4;3/4;2
18,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-6;7/-5;7/-3;7/-2;7/-2;6/-2;5/-2;4/-2;2/-2;1/-1;0/-1;-1/-1;-2/-2;-2/-1;-2
9,(10;14),0,28,-100,0;7/0;6/0;5/0;4/-1;4/-2;4/-3;4/-4;4/-5;4/-6;4/-6;3/-7;3/-6;3/-6;2/-6;1/-5;1/-5;0/-5;-1/-5;-2/-5;-3/-4;-3/-4;-4/-4;-5/-4;-6/-4;-7/-3;-7/-2;-7/-1;-7/0;-7,3;-7/3;-6/3;-4/3;-2/3;-1/2;0/1;1/0;1/-2;1/-2;2/-3;3/-4;4/-4;5/-5;5/-5;6/-4;6/-4;5/-4;6/-3;6/-3;5/-3;3/-3;2/-3;1/-3;0/-3;-2/-3;-4/-3;-5/-3;-6/-1;-6
16,(4;11),0,24,-100,0;7/0;6/0;5/0;6/1;6/1;5/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/4;-3/4;-4/4;-5/4;-6/4;-7/3;-7/2;-7,-3;-4/-3;-2/-3;-1/-3;0/-3;1/-2;2/-1;3/-1;4/0;4/1;4/2;5/3;6/2;6/3;6/3;7/4;7/4;5/4;4/4;2/4;1/4;-1/4;-2/4;-4/3;-4/3;-6
19,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-6;7/-6;6/-4;6/-2;6/-2;5/-2;4/-1;4/-1;3/-1;2/-1;0/-1;-1/-1;-2/-1;-1/-1;-3
19,(11;4),1,26,100,0;7/0;6/0;5/0;4/-1;4/-2;4/-3;4/-4;4/-5;4/-6;4/-6;3/-6;2/-5;2/-5;1/-5;0/-5;-1/-5;-2/-5;-3/-5;-4/-5;-5/-4;-5/-4;-6/-4;-7/-3;-7/-2;-7/-1;-7/0;-7,4;3/5;3/4;3/3;3/2;3/1;3/0;3/-1;3/0;3/-1;3/-3;3/-4;3/-5;4/-7;4/-7;3/-6;2/-6;1/-5;0/-5;-2/-5;-3/-5;-4/-5;-5/-5;-5/-4;-5/-5;-5/-4;-5/-3;-5
10,(10;14),0,7,-100,0;7/0;6/0;5/0;4/-1;4/-1;3/-1;2/0;2,3;-7/3;-6/3;-4/3;-3/3;-1/3;0/1;0/0;0
17,(4;11),0,9,-100,0;7/1;7/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2,-3;-4/-3;-2/-3;-1/-3;0/-3;1/-3;0/-2;1/-1;2/0;2/2;2
20,(0;0),0,8,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1,-7;7/-6;7/-4;7/-2;7/-1;6/-1;4/0;3/0;2/0;1
16,(0;8),0,19,-100,0;7/1;7/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/4;-3/4;-4/4;-5/4;-6/4;-7/3;-7,-7;-1/-6;0/-5;1/-4;1/-2;1/-2;2/-1;2/-1;3/-2;3/0;3/-1;3/0;3/2;3/2;2/2;0/3;-1/3;-2/3;-4/4;-5/4;-6
20,(11;4),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,4;3/4;4/5;4/5;3/4;3/2;3/1;3/1;2/2;2/1;1/1;-1/1;-2/1;-3/0;-3/0;-4
21,(0;0),0,7,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0,-7;7/-5;7/-3;7/-1;7/-1;6/-1;4/0;3/0;2
11,(10;14),0,11,-100,0;7/-1;7/-1;6/-2;6/-3;6/-4;6/-4;5/-5;5/-6;5/-6;4/-6;3/-6;2,3;-7/3;-6/3;-4/3;-2/3;0/2;0/1;1/-1;1/-2;2/-4;2/-4;3/-4;2
21,(11;4),0,4,-100,0;7/0;6/-1;6/0;6/0;5,4;3/3;3/2;3/1;4/1;5
18,(4;11),0,11,-100,0;7/0;6/1;6/2;6/2;7/3;7/4;7/4;6/4;5/4;4/4;3/5;3,-3;-4/-3;-3/-3;-2/-3;0/-3;1/-3;2/-2;2/-2;1/-1;1/0;2/2;2/4;2
17,(0;8),0,10,-100,0;7/1;7/2;7/3;7/4;7/4;6/4;5/5;5/4;5/4;6/4;5,-7;-1/-6;0/-5;0/-4;0/-3;1/-1;1/0;2/1;3/3;3/4;4/4;3
22,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-6;7/-4;7/-3;7/-2;7/-2;6/-2;5/-2;3/-2;2/-1;1/-1;0/-1;-1/-1;-3/0;-4/0;-5
22,(11;4),0,7,-100,0;7/0;6/1;6/2;6/2;5/2;6/2;5/2;4,4;3/4;2/3;2/3;4/2;5/2;6/1;6/2;6
18,(0;8),0,16,-100,0;7/0;6/1;6/2;6/2;5/2;4/2;5/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1,-7;-1/-7;0/-6;0/-4;0/-3;1/-2;1/0;1/0;3/0;4/2;4/2;5/3;6/4;6/4;5/4;3/4;2/4;1
12,(10;14),0,17,-100,0;7/-1;7/-2;7/-3;7/-4;7/-5;7/-6;7/-6;6/-6;5/-6;4/-7;4/-7;5/-7;4/-7;3/-7;2/-7;1/-7;0/-6;0,3;-7/3;-6/3;-5/3;-4/3;-3/3;-1/2;0/0;0/-1;1/-1;0/-2;0/-3;1/-2;1/-3;1/-5;1/-7;1/-6;1/-7;1
19,(4;11),0,21,-100,0;7/0;6/1;6/2;6/2;7/3;7/4;7/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/4;-3/4;-4/4;-5/4;-6/4;-7/3;-7,-3;-4/-3;-3/-3;-1/-3;0/-3;1/-2;1/-1;2/-1;3/0;3/0;4/1;4/0;4/2;4/3;3/2;3/2;1/2;0/3;-1/3;-3/3;-4/3;-5/3;-6
23,(11;4),0,4,-100,0;7/0;6/1;6/1;5/0;5,4;3/4;2/3;3/2;4/1;4
23,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-6;7/-5;7/-4;7/-2;7/-3;7/-3;6/-3;4/-3;3/-3;2/-2;1/-2;-1/-1;-1/-1;-2/-1;-3
19,(0;8),0,5,-100,0;7/0;6/0;5/0;4/0;3/0;2,-7;-1/-7;0/-5;0/-4;1/-2;1/-1;2
24,(11;4),0,7,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0,4;3/5;3/5;2/3;2/1;2/0;2/1;2/0;2
13,(10;14),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1,3;-7/3;-5/3;-4/3;-2/3;-1/2;0/1;1
20,(4;11),0,13,-100,0;7/0;6/1;6/1;5/1;4/1;5/2;5/2;6/3;6/4;6/4;5/4;4/4;5/4;4,-3;-4/-3;-3/-3;-2/-3;-1/-3;1/-2;1/-2;2/-1;2/-2;2/-1;2/0;2/1;3/2;3/4;3
24,(0;0),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1,-7;7/-5;7/-4;7/-2;7/-1;6/-1;4/0;3
20,(0;8),0,7,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0,-7;-1/-7;0/-6;0/-5;0/-3;0/-2;1/0;1/1;1
14,(10;14),0,7,-100,0;7/0;6/0;5/0;4/0;5/0;4/0;3/0;2,3;-7/3;-6/3;-4/3;-2/3;0/3;1/2;2/1;2
25,(11;4),0,9,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2,4;3/5;3/5;2/6;2/4;2/3;2/2;2/1;2/1;1/0;0
21,(4;11),0,12,-100,0;7/1;7/2;7/3;7/4;7/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1,-3;-4/-3;-2/-3;-1/-3;1/-2;2/0;2/1;3/1;4/3;4/4;4/4;3/4;2/4;1
21,(0;8),0,9,-100,0;7/0;6/0;5/0;4/0;3/0;2/-1;2/0;2/0;1/0;0,-7;-1/-6;0/-5;1/-4;1/-3;1/-1;1/0;1/-1;1/0;1/-1;1
25,(0;0),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1,-7;7/-6;7/-4;7/-2;7/-1;6/-1;4/0;3
26,(11;4),0,12,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5,4;3/5;3/5;2/5;3/4;3/3;3/2;3/1;3/1;2/1;1/1;-1/0;-2/0;-3
15,(10;14),0,18,-100,0;7/0;6/0;5/0;4/-1;4/-2;4/-3;4/-4;4/-5;4/-6;4/-6;3/-6;2/-6;1/-6;0/-5;0/-5;-1/-5;-2/-5;-3/-5;-4,3;-7/3;-6/3;-5/3;-4/3;-2/3;-1/3;-2/2;-2/1;-1/-1;-1/-2;0/-2;-1/-3;-1/-4;-1/-5;0/-4;0/-5;0/-5;-1/-5;-2
22,(4;11),0,25,-100,0;7/1;7/1;6/1;5/1;6/2;6/3;6/3;7/4;7/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/4;-3/4;-4/3;-4/3;-5/2;-5/2;-6/1;-6/1;-7,-3;-4/-3;-3/-3;-2/-3;0/-2;1/-2;2/-1;2/0;3/0;4/1;4/2;5/2;6/1;6/3;6/4;7/4;5/4;3/4;2/4;1/4;-1/4;-2/4;-3/4;-4/3;-4/3;-5/1;-5
27,(11;4),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1,4;3/5;3/4;3/2;3/0;3/0;2/0;3
26,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-6;7/-4;7/-5;7/-3;7/-3;6/-3;5/-2;4/-2;2/-2;1/-1;0/-1;-1/-1;-3/-1;-4/-1;-5
